COD_ASL,COD_STRUTTURA ,DENOM_STRUTTURA,INDIRIZZO_UBICAZIONE,COD_ISTAT_COMUNE_UBICAZIONE,COMUNE_UBICAZIONE,CAP,PROV_COMUNE_UBICAZIONE,TOT_POSTI_AUTORIZZATI,TOT_POSTI_ORDINARI_ACCREDITATI,TOT_POSTI_ALZHEIMER_ACCREDITATI,TOT_POSTI_ACCREDITATI,DENOM_GESTORE,P_IVA,INDIRIZZO_SEDE_LEGALE,COD_ISTAT_COMUNE_SEDE_LEGALE,COMUNE_SEDE_LEGALE,PROV_SEDE_LEGALE,NATURA_GIURIDICA,PUBBLICA/PRIVATA,ONLUS,WGS84_X,WGS84_Y,location,Limiti amministrativi 2014 delle province di Regione Lombardia,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,Comuni 2015 Polygon Semplificato Qgis
324,001062,RSA BOSCO IN CITTA',VIA MARTIN LUTHER KING  4,108012,BRUGHERIO,20861,MB,121,121,0,121,KCS CAREGIVER COOPERATIVA SOCIALE,02125100160,ROTONDA DEI MILLE 1,016024,BERGAMO,BG,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.29977853,45.54258212,"(45.54258212, 9.29977853)",12,12,5,1493
321,000074,CASA MATER ORPHANORUM,VIA OSPEDALE VECCHIO  2,015096,CUGGIONO,20012,MI,34,34,0,34,OPERA MATER ORPHANORUM,00408560704,VIA DEI SARACENI 1,070017,CERCEMAGGIORE,CB,ENTE ECCLESIASTICO,PRIVATO,NO,,,,,,,
326,001607,RSA - CASA DI RIPOSO ANDREA FIORINI ONLUS,VIA A. CARPI 24,017107,MAZZANO,25080,BS,70,70,0,70,CASA DI RIPOSO ANDREA FIORINI ONLUS,80054120177,VIA A. CARPI 24,017107,MAZZANO,BS,FONDAZIONE,PRIVATO,SI,10.36730426,45.50427809,"(45.50427809, 10.36730426)",6,6,2,1331
328,002034,FONDAZIONE GALTRUCCO,VIA MORTARA  30,018123,ROBBIO,27038,PV,40,40,0,40,FONDAZIONE  GALTRUCCO,02047730185,VIA MORTARA 30,018123,ROBBIO,PV,FONDAZIONE,PRIVATO,NO,8.59632382,45.28640001,"(45.28640001, 8.59632382)",7,7,6,1468
326,001564,RSA REZZATO,VIA SBERNA 4/6,017161,REZZATO,25086,BS,166,166,0,166,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.32973402,45.51311759,"(45.51311759, 10.32973402)",6,6,2,803
323,000924,RSA FONDAZIONE FRATELLI BONA ONLUS,VIA G. MARCONI 3,017035,CAPO DI PONTE,25044,BS,57,40,0,40,FONDAZIONE FRATELLI BONA - O.N.L.U.S.,01661800985,VIA G. MARCONI 3,017035,CAPO DI PONTE,BS,FONDAZIONE,PRIVATO,SI,10.33946812,46.03012547,"(46.03012547, 10.33946812)",6,6,7,1062
321,000231,ANNA SIRONI,VIA PIETRO NENNI  20,015221,TREZZO SULL'ADDA,20056,MI,60,60,0,60,COOPERATIVA SOCIALE RIEDUCAZIONE MOTORIA ARL - CRM COOP. SOCIALE A RL,08029590158,VIA TRENNO 15,015146,MILANO,MI,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.50669216,45.61401765,"(45.61401765, 9.50669216)",4,4,8,724
326,003363,RSA - CASA DI RIPOSO G.B. VALOTTI - ONLUS,VIA GIOACCHINO ROSSINI  3,017086,ISORELLA,25010,BS,42,40,0,40,FONDAZIONE CASA DI RIPOSO G.B. VALOTTI - ONLUS,00582390985,VIA GIOACCHINO ROSSINI 3,017086,ISORELLA,BS,FONDAZIONE,PRIVATO,SI,10.32728873,45.30786599,"(45.30786599, 10.32728873)",6,6,2,736
327,001797,CASA DI RIPOSO SAN GIUSEPPE,LARGO VITTORIA  20,019053,ISOLA DOVARESE,26031,CR,49,49,0,49,FONDAZIONE CASA DI RIPOSO SAN GIUSEPPE ONLUS,00825790199,LARGO DELLA VITTORIA 20,019053,ISOLA DOVARESE,CR,FONDAZIONE,PRIVATO,SI,10.31329688,45.17482664,"(45.17482664, 10.31329688)",8,8,4,456
323,000921,R.S.A. CITTA' DI TIRANO,VIA S. BERTACCHI 6,014066,TIRANO,23037,SO,116,116,0,116,FONDAZIONE CASA DI RIPOSO CITTA' DI TIRANO ONLUS,00401160148,VIA BERTACCHI 6,014066,TIRANO,SO,FONDAZIONE,PRIVATO,SI,,,,,,,
321,000535,CASA FAM. PER ANZ. MONS. C. TESTA,VIA C. A. DALLA CHIESA 43,015081,COLOGNO MONZESE,20093,MI,139,119,20,139,FONDAZIONE MANTOVANI ONLUS,11779830154,VIA FILIPPO TURATI 37,015007,ARCONATE,MI,FONDAZIONE,PRIVATO,SI,9.29054732,45.53428464,"(45.53428464, 9.29054732)",4,4,8,49
326,001613,RSA - CASA ALBERGO PER ANZIANI,VIA MARCONI  115,017113,MONTICHIARI,25018,BS,100,81,0,81,MONTICHIARI MULTISERVIZI S.R.L.,02508380983,PIAZZA SENATORE MARIO PEDINI 1,017113,MONTICHIARI,BS,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.38731069,45.4115173,"(45.4115173, 10.38731069)",6,6,2,1506
324,001075,R.S.A. MONSIGNOR BORSIERI,VIA SAN NICOLO' 4/6/8,097042,LECCO,23900,LC,59,59,0,59,FONDAZIONE ISTITUTO SACRA FAMIGLIA ONLUS,00795470152,PIAZZA MONSIGNOR MONETA 1,015074,CESANO BOSCONE,MI,FONDAZIONE,PRIVATO,SI,9.38906205,45.85638842,"(45.85638842, 9.38906205)",10,10,5,1134
326,001536,FONDAZIONE LUCINI-CANTÙ ONLUS,VIA S. MARTINO D/BATTAGLIA 21,017166,ROVATO,25038,BS,56,50,0,50,FONDAZIONE LUCINI CANTÙ ONLUS,00724560982,VIA S. MARTINO DELLA BATTAGLIA 23,017166,ROVATO,BS,FONDAZIONE,PRIVATO,SI,,,,,,,
322,000748,FONDAZIONE CASA FAMIGLIA MADONNA DEI MIRACOLI ONLUS,VIA DANTE ALIGHIERI  11,012033,CARNAGO,21040,VA,29,29,0,29,FONDAZIONE CASA FAMIGLIA MADONNA DEI MIRACOLI ONLUS,02314540127,VIA DANTE ALIGHIERI 11,012033,CARNAGO,VA,FONDAZIONE,PRIVATO,SI,8.84143208,45.72256982,"(45.72256982, 8.84143208)",1,1,3,1278
321,000354,CASA PER CONIUGI,VIA DEI CINQUECENTO  19,015146,MILANO,20100,MI,210,175,35,210,PRO.GES. - SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA - SERVIZI INTEGRATI ALLA PERSONA,01534890346,VIA COLORNO 63,034027,PARMA,PR,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.22030753,45.43507438,"(45.43507438, 9.22030753)",4,4,8,623
321,000338,RSA MONS. TRABATTONI,VIA GARIBALDI  2,098035,MALEO,26847,LO,80,75,0,75,RESIDENZE ASSISTITE MALEO SRL,01237210198,VIA GARIBALDI 18/7,098035,MALEO,LO,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.76483535,45.16943442,"(45.16943442, 9.76483535)",11,11,8,17
322,000818,IL GIRASOLE,VIA BELLINI  29,012123,SOMMA LOMBARDO,21019,VA,60,59,0,59,AZIENDA DI SERVIZI ALLA PERSONA IL GIRASOLE,01972170128,VIA BELLINI 29,012123,SOMMA LOMBARDO,VA,AZIENDA DI SERVIZI ALLA PERSONA (ASP),PUBBLICO,NO,,,,,,,
325,001387,ISTITUTO OSPITALE MAGRI,VIA CIRCONVALLAZIONE  237,016222,URGNANO,24059,BG,95,75,20,95,ISTITUTO OSPITALE MAGRI,00837790161,VIA CIRCONVALAZIONE 237,016222,URGNANO,BG,FONDAZIONE,PRIVATO,NO,9.69585709,45.59548742,"(45.59548742, 9.69585709)",5,5,1,480
321,000690,VILLA ARCADIA,VIA CADORNA  18,015012,BAREGGIO,20010,MI,100,80,20,100,ANZIANI '93 - COOPERATIVA SOCIALE,12481490154,VIA CADORNA 18,015012,BAREGGIO,MI,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,8.99206803,45.47624816,"(45.47624816, 8.99206803)",4,4,8,157
326,001535,R.S.A. SPAZZINI -  FABENI,VIA S. ANTONIO 20,017041,CASTELCOVATI,25030,BS,34,29,0,29,FONDAZIONE DI PARTECIPAZIONE RSA SPAZZINI - FABENI DI CASTELCOVATI,91023950172,VIA S. ANTONIO 20,017041,CASTELCOVATI,BS,FONDAZIONE,PRIVATO,SI,9.94404031,45.49900557,"(45.49900557, 9.94404031)",6,6,2,1069
327,001941,CASA DI RIPOSO GIOVANNI E LUCIANA ARVEDI,VIA MASSAROTTI  49,019036,CREMONA,26100,CR,84,84,0,84,FONDAZIONE LA PACE ONLUS,01590790190,VIA MASSAROTTI 49,019036,CREMONA,CR,FONDAZIONE,PRIVATO,SI,10.01215,45.13545868,"(45.13545868, 10.01215)",8,8,4,73
321,000086,FONDAZIONE SACRA FAMIGLIA RSA SAN LUIGI,PIAZZA MONS. MONETA 1,015074,CESANO BOSCONE,20090,MI,80,80,0,80,FONDAZIONE ISTITUTO SACRA FAMIGLIA ONLUS,00795470152,PIAZZA MONSIGNOR MONETA 1,015074,CESANO BOSCONE,MI,FONDAZIONE,PRIVATO,SI,9.09329317,45.44920934,"(45.44920934, 9.09329317)",4,4,8,656
323,000914,CASA SAN LORENZO,VIA VISCONTI VENOSTA  7,014005,ARDENNO,23011,SO,32,32,0,32,ISTITUTO DELLE FIGLIE DI SANTA MARIA DELLA DIVINA PROVVIDENZA,01062811003,PIAZZA SAN PANCRAZIO 9,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,SI,9.65328146,46.17222172,"(46.17222172, 9.65328146)",3,3,7,329
328,002045,CASA DI RIPOSO S. GIUSEPPE,VIALE PAPA GIOVANNI XXIII  3,018061,DORNO,27020,PV,85,85,0,85,CASA DI RIPOSO SAN GIUSEPPE,01519850182,VIALE PAPA GIOVANNI XXIII 3,018061,DORNO,PV,FONDAZIONE,PRIVATO,SI,8.94549875,45.15570855,"(45.15570855, 8.94549875)",7,7,6,1208
321,000230,RESIDENZA SAN REMIGIO,VIA A. DI DIO,015041,BUSTO GAROLFO,20020,MI,60,60,0,60,FONDAZIONE IL CERCHIO ONLUS,13480520157,VIA A. DI DIO 14,015041,BUSTO GAROLFO,MI,FONDAZIONE,PRIVATO,SI,8.89174803,45.54882131,"(45.54882131, 8.89174803)",4,4,8,168
326,001646,RSA - MADRE TERESA DI CALCUTTA,VIA VERDI  42,017174,SAREZZO,25068,BS,67,48,0,48,COMUNE DI SAREZZO,00582490983,PIAZZA CESARE BATTISTI 4,017174,SAREZZO,BS,COMUNE,PUBBLICO,NO,10.20157471,45.65638561,"(45.65638561, 10.20157471)",6,6,2,838
325,001328,R.S.A. MADONNA DEL BOLDESICO,VIA DR. LIBERO SIGNORELLI 91/93,016120,GRUMELLO DEL MONTE,24064,BG,66,60,0,60,FONDAZIONE MADONNA DEL BOLDESICO O.N.L.U.S.,02629370160,VIA DR. LIBERO SIGNORELLI 91/93,016120,GRUMELLO DEL MONTE,BG,FONDAZIONE,PRIVATO,SI,9.88360588,45.64416273,"(45.64416273, 9.88360588)",5,5,1,564
325,001431,RSA BRAMANTE,VIA GAMBIRAGO  571,016171,PONTIDA,24030,BG,69,69,0,69,EDOS SRL,05831590962,VIA BENEDETTO DA FOIANO 14,048017,FIRENZE,FI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.47319816,45.73239676,"(45.73239676, 9.47319816)",5,5,1,375
324,001115,R.S.A. VILLA SERENA,PIAZZALE A. GRANDI 1,097036,GALBIATE,23851,LC,184,128,56,184,KCS CAREGIVER COOPERATIVA SOCIALE,02125100160,ROTONDA DEI MILLE 1,016024,BERGAMO,BG,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.36867545,45.7916641,"(45.7916641, 9.36867545)",10,10,5,1128
326,001507,RSA - CASA DI DIO,VIA VITTORIO EMANUELE II  7,017029,BRESCIA,25100,BS,143,130,0,130,FONDAZIONE CASA DI DIO ONLUS,02467380982,VIA MORETTO 4,017029,BRESCIA,BS,FONDAZIONE,PRIVATO,SI,10.21382763,45.5350425,"(45.5350425, 10.21382763)",6,6,2,812
326,001730,RSA - FONDAZIONE CASA DI RIPOSO DI ROE' VOLCIANO ONLUS,VIA J.BONFADIO 37,017164,ROÈ VOLCIANO,25077,BS,42,40,0,40,FONDAZIONE CASA DI RIPOSO DI ROÈ VOLCIANO - ONLUS,87001930178,VIA J. BONFADIO 37,017164,ROE' VOLCIANO,BS,FONDAZIONE,PRIVATO,SI,,,,,,,
321,000664,R.S.A MELOGRANO,VIA NAPOLI  2,015060,CASSINA DE' PECCHI,20060,MI,150,128,22,150,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.36526177,45.51619093,"(45.51619093, 9.36526177)",4,4,8,41
321,004731,CASA FAMIGLIA PETRANCA,VIA MANZONI  18,098049,SAN ROCCO AL PORTO,26865,LO,20,,,0,CONSORZIO OBIETTIVO SOCIALE S.C.S.,03128050048,CORSO PIAVE 71/B,004003,ALBA,CN,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.69273916,45.08138734,"(45.08138734, 9.69273916)",11,11,8,30
328,002195,PIO ISTITUTO FAM. ING. E. SASSI,VIA LIBERTA'  121,018076,GROPELLO CAIROLI,27027,PV,95,95,0,95,FONDAZIONE PIO IST. FAM. ING. E. SASSI ONLUS,01309770186,VIA LIBERTÀ 121,018076,GROPELLO CAIROLI,PV,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,8.99213042,45.17698425,"(45.17698425, 8.99213042)",7,7,6,1222
322,002842,CENTRO GERIATRICO PORTA SPINOLA,VIA S. STEFANO 28,013143,MARIANO COMENSE,22066,CO,66,66,0,66,FONDAZIONE  PORTA SPINOLA,02418440133,VIA S. STEFANO 28,013143,MARIANO COMENSE,CO,FONDAZIONE,PRIVATO,SI,9.1770206,45.69696025,"(45.69696025, 9.1770206)",2,2,3,370
328,002156,PIA FAMIGLIA DELLE SORELLE DEL SANTO ROSARIO APOSTOLE DEL LAVORO,VIA INDIPENDENZA  30,018122,RIVANAZZANO TERME,27055,PV,86,66,20,86,PIA FAMIGLIA DELLE SORELLE DEL SANTO ROSARIO APOSTOLE DEL LAVORO,01263540187,VIA INDIPENDENZA 30,018122,RIVANAZZANO TERME,PV,ENTE ECCLESIASTICO,PRIVATO,NO,9.01639105,44.93102147,"(44.93102147, 9.01639105)",7,7,6,1467
321,016092,NAVIGLIO GRANDE,VIA ALZAIA TRENTO  1,015093,CORSICO,20094,MI,60,60,0,60,GRUPPO GHERON SRL,01574550339,VIA ARCHIMEDE 57,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.110145,45.4354079,"(45.4354079, 9.110145)",4,4,8,621
322,000846,RESIDENZA FRANCO BASSANI,VIA AVVIA FRANCO BASSANI  13,012087,LAVENO MOMBELLO,21014,VA,120,120,0,120,CENTRO RESIDENZIALE PER ANZIANI MENOTTI BASSANI,01319900120,VIA AVV. FRANCO BASSANI 13,012087,LAVENO-MOMBELLO,VA,FONDAZIONE,PRIVATO,SI,,,,,,,
326,001474,RSA - FONDAZIONE ONLUS LONGINI - MORELLI-SIRONI DI PRALBOINO,VIA MORELLI  10,017152,PRALBOINO,25020,BS,84,81,0,81,FONDAZIONE ONLUS LONGINI MORELLI DI PRALBOINO,00621130988,VIA MORELLI 10,017152,PRALBOINO,BS,FONDAZIONE,PRIVATO,SI,10.21812441,45.26638399,"(45.26638399, 10.21812441)",6,6,2,1264
322,002929,CASA GIARDINO DEGLI ULIVI,VIA MONS. POLETTI 73,013145,MENAGGIO,22017,CO,60,60,0,60,ISTITUTO DELLE FIGLIE DI SANTA MARIA DELLA DIVINA PROVVIDENZA,01062811003,PIAZZA SAN PANCRAZIO 9,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,SI,9.23627169,46.01412095,"(46.01412095, 9.23627169)",2,2,7,372
321,000219,FONDAZIONE FERRARIO,VIA GARIBALDI  1,015229,VANZAGO,20010,MI,141,93,44,137,FONDAZIONE FERRARIO,04026870156,VIA VITTORIO EMANUELE II 2,015229,VANZAGO,MI,FONDAZIONE,PRIVATO,NO,8.99733639,45.52701794,"(45.52701794, 8.99733639)",4,4,8,730
325,001404,FONDAZIONE DON CIRIACO VEZZOLI O.N.L.U.S.,VIA OSPEDALE  57,016076,CIVIDATE AL PIANO,24050,BG,89,88,0,88,FONDAZIONE DON CIRIACO VEZZOLI   O.N.L.U.S.,00969740166,VIA OSPEDALE 57,016076,CIVIDATE AL PIANO,BG,FONDAZIONE,PRIVATO,SI,9.83567471,45.55413746,"(45.55413746, 9.83567471)",5,5,1,589
324,001179,RSA CASA FAMIGLIA PER ANZIANI DI BUSNAGO,VIA GRAMSCI  31,108051,BUSNAGO,20874,MB,100,80,20,100,SODALITAS SOCIETÀ COOPERATIVA SOCIALE - ONLUS,10068220150,VIA SEBASTIANO VENIERO 13,015146,MILANO,MI,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,,,,,,,
325,001284,RSA FONDAZIONE GIOVANNI CARLO ROTA ONLUS,VIA REPUBBLICA  1,016007,ALMENNO SAN SALVATORE,24031,BG,82,59,13,72,FONDAZIONE GIOVANNI CARLO ROTA ONLUS,00401430160,VIA REPUBBLICA 1,016007,ALMENNO SAN SALVATORE,BG,FONDAZIONE,PRIVATO,SI,9.5999225,45.75071229,"(45.75071229, 9.5999225)",5,5,1,685
323,000962,CASA DI RIPOSO S. ORSOLA,VIALE ITALIA  21,014065,TEGLIO,23036,SO,48,48,0,48,FONDAZIONE CASA DI RIPOSO S. ORSOLA ONLUS,00569650146,VIA ITALIA 21,014065,TEGLIO,SO,FONDAZIONE,PRIVATO,SI,10.06266637,46.17289038,"(46.17289038, 10.06266637)",3,3,7,138
325,003567,RSA FONDAZIONE BUONOMO CACCIAMATTA 1836,VIA SAN ROCCO,016211,TAVERNOLA BERGAMASCA,24060,BG,60,60,0,60,CACCIAMATTA SRL,03492560168,VIA SAN ROCCO SNC,016211,TAVERNOLA BERGAMASCA,BG,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.04313508,45.71175349,"(45.71175349, 10.04313508)",5,5,1,409
325,001417,FONDAZIONE CASA DI RIPOSO - INFERMERIA FILISETTI ONLUS,VIA DUCA D'AOSTA  1,016012,ARDESIO,24020,BG,33,33,0,33,FONDAZIONE CASA DI RIPOSO - INFERMERIA FILISETTI ONLUS,01647200169,VIA DUCA D'AOSTA 1,016012,ARDESIO,BG,FONDAZIONE,PRIVATO,SI,9.92994918,45.93775672,"(45.93775672, 9.92994918)",5,5,1,674
325,001360,CASA DI RIPOSO PIATTI VENANZI - FONDAZIONE O.N.L.U.S. - R.S.A.,VIA SANTA MARIA ELISABETTA  36,016157,PALOSCO,24050,BG,69,69,0,69,CASA DI RIPOSO PIATTI-VENANZI FONDAZIONE O.N.L.U.S.,03118770167,VIA SANTA MARIA ELISABETTA 36,016157,PALOSCO,BG,FONDAZIONE,PRIVATO,SI,9.83921927,45.58235618,"(45.58235618, 9.83921927)",5,5,1,378
328,002047,CASA DI RIPOSO FRATELLI CARNEVALE,VIA LOMELLINA  42/D,018068,GAMBOLÒ,27025,PV,129,120,0,120,ROSA SOCIETÀ COOPERATIVA SOCIALE,02229710187,VIA LOMELLINA 42/D,018068,GAMBOLO',PV,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.8684033,45.2580703,"(45.2580703, 8.8684033)",7,7,6,1215
328,002194,PII ISTITUTI UNIFICATI,PIAZZA MONSIGNOR BATTISTA CLERICI  6,018013,BELGIOIOSO,27011,PV,126,86,40,126,PII ISTITUTI UNIFICATI,00478980188,PIAZZALE MONSIGNOR BATTISTA CLERICI 6,018013,BELGIOIOSO,PV,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,9.31296875,45.15692228,"(45.15692228, 9.31296875)",7,7,6,929
328,002134,VILLA MAFALDA,VIA OLIVELLI  13,018018,BORGO SAN SIRO,27020,PV,70,70,0,70,SCI MARO S.R.L.,13342710152,VIA BOSCOVICH 35,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,,,,,,,
322,000847,VILLA FIAMMETTA,VIA G. LEOPARDI 132,012084,ISPRA,21027,VA,120,88,32,120,COMACO S.P.A.,01563860830,VIA G. LEOPARDI 132,012084,ISPRA,VA,SOCIETA' PER AZIONI,PRIVATO,NO,8.62498921,45.82126242,"(45.82126242, 8.62498921)",1,1,3,859
321,000469,RSA CENTRO GIROLA,VIA CARLO GIROLA  30,015146,MILANO,20100,MI,105,85,20,105,FONDAZIONE DON CARLO GNOCCHI ONLUS,12520870150,P.LE R. MORANDI 6,015146,MILANO,MI,FONDAZIONE,PRIVATO,SI,9.19232609,45.51110395,"(45.51110395, 9.19232609)",4,4,8,623
326,001554,RSA - FONDAZIONE CENTRO DI SERVIZI PER ANZIANI CASA DI RIPOSO MAGGI ONLUS,VIA G. MARCONI 20,017045,CASTREZZATO,25030,BS,47,45,0,45,FONDAZIONE CENTRO DI SERVIZI PER ANZIANI CASA DI RIPOSO MAGGI - ONLUS,00724820980,VIA G. MARCONI 20,017045,CASTREZZATO,BS,FONDAZIONE,PRIVATO,SI,9.98274916,45.51240371,"(45.51240371, 9.98274916)",6,6,2,1138
322,004772,RSA SAN GIACOMO,VIA SILVIO PELLICO  3,012134,VEDANO OLONA,21040,VA,48,38,0,38,IL GABBIANO SOCIETA' COOPERATIVA SOCIALE ONLUS,00722770989,VIA ABATE CREMONESINI 6/8,017149,PONTEVICO,BS,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,,,,,,,
321,000620,R.S.A. GLI OLEANDRI,VIA AMENDOLA  20/A,015189,ROZZANO,20089,MI,120,100,20,120,TERRANOVA S.R.L.,07640860966,VIA LARGA 8,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.14557228,45.38018813,"(45.38018813, 9.14557228)",4,4,8,709
327,001998,RSA FONDAZIONE ANTONIO NUVOLARI,LARGO NUVOLARI  4,020052,RONCOFERRARO,46037,MN,120,112,0,112,FONDAZIONE ANTONIO NUVOLARI,01465990206,LARGO NUVOLARI 4,020052,RONCOFERRARO,MN,FONDAZIONE,PRIVATO,NO,,,,,,,
322,000852,FONDAZIONE CASA DI SOGGIORNO E RIPOSO LONGHI FRANCESCO E FAMIGLIA PIANEZZA FEDERICO ONLUS,VIA DEL GAGGIOLO  12,012037,CASALZUIGNO,21030,VA,65,50,15,65,FONDAZIONE CASA DI SOGGIORNO E RIPOSO LONGHI FRANCESCO E FAMIGLIA PIANEZZA FEDERICO ONLUS,02432600126,VIA DEL GAGGIOLO 12,012037,CASALZUIGNO,VA,FONDAZIONE,PRIVATO,SI,8.70568453,45.90211055,"(45.90211055, 8.70568453)",1,1,3,1282
323,000943,RSA RESIDENZA ANGELO MAJ FONDAZIONE ONLUS,VIA G.GALILEI 16,017065,DARFO BOARIO TERME,25047,BS,107,84,19,103,RESIDENZA ANGELO MAJ FONDAZIONE ONLUS,00723500989,VIA G. GALILEI 16,017065,DARFO BOARIO TERME,BS,FONDAZIONE,PRIVATO,SI,10.18108119,45.89222021,"(45.89222021, 10.18108119)",6,6,7,1303
322,002747,DON ALESSANDRO POZZOLI,VIA ROMA  4,013042,CANZO,22035,CO,74,74,0,74,FONDAZIONE R.S.A. DON A. POZZOLI ONLUS,00643020134,VIA ROMA 4,013042,CANZO,CO,FONDAZIONE,PRIVATO,SI,9.27255291,45.84960138,"(45.84960138, 9.27255291)",2,2,3,185
321,000373,R.S.A.  PARCO DELLE CAVE,VIA CAPRI  21,015146,MILANO,20100,MI,150,130,20,150,GRUPPO GHERON SRL,01574550339,"VIA ARCHIMEDE, 57",015146,MILANO,MI,SOCIETÀ A RESPONSABILITÀ LIMITATA,PRIVATO,NO,9.09292223,45.4674518,"(45.4674518, 9.09292223)",4,4,8,623
328,002165,CASA DI RIPOSO COMUNALE,VIA ROMA  1,018090,MEZZANA BIGLI,27030,PV,21,20,0,20,SOCIETÀ DEMETRA S.R.L.,05064460966,VIA MELORIA 4,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,8.84715454,45.05960463,"(45.05960463, 8.84715454)",7,7,6,1317
326,001478,RSA - FONDAZIONE OSPEDALE E CASA DI RIPOSO NOBILE PAOLO RICHIEDEI,VIA RICHIEDEI  16,017081,GUSSAGO,25064,BS,113,76,18,94,FONDAZIONE OSPEDALE E CASA DI RIPOSO NOBILE PAOLO RICHIEDEI,00813110178,VIA RICHIEDEI 16,017081,GUSSAGO,BS,FONDAZIONE,PRIVATO,NO,10.15343798,45.5888947,"(45.5888947, 10.15343798)",6,6,2,1377
326,001668,RSA - SOGGIORNO SERENO EMILIA E EGIDIO PASINI,VIA IV NOVEMBRE  5/B,017121,ODOLO,25076,BS,42,35,0,35,FONDAZIONE SOGGIORNO SERENO EMILIA ED EGIDIO PASINI ONLUS,96001560174,VIA F.LLI SCALVINI 60,017121,ODOLO,BS,FONDAZIONE,PRIVATO,SI,10.38611796,45.64665042,"(45.64665042, 10.38611796)",6,6,2,1508
327,001991,FONDAZIONE E. GERMANI CENTRO ASSISTENZIALE SANITARIO - ONLUS,VIA PIEVE GURATA  11,019031,CINGIA DE' BOTTI,26042,CR,259,224,32,256,FONDAZIONE ELISABETTA GERMANI CENTRO SANITARIO ASSISTENZIALE - ONLUS,00709190193,VIA PIEVE GURATA 11,019031,CINGIA DE' BOTTI,CR,FONDAZIONE,PRIVATO,SI,10.26572364,45.08621771,"(45.08621771, 10.26572364)",8,8,4,66
322,002715,VILLA S. FERMO,VIA BIGNAMI  6,013206,SAN FERMO DELLA BATTAGLIA,22020,CO,88,88,0,88,SAN GIACOMO S.R.L.,02644040137,VIA ACCADEMIA 48,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.0406896,45.81248578,"(45.81248578, 9.0406896)",2,2,3,295
325,001364,CASA DI RIPOSO SAN GIUSEPPE,VIA DANTE  25,016111,GAZZANIGA,24025,BG,66,40,20,60,FONDAZIONE CASA SAN GIUSEPPE ONLUS,03935900161,VIA DANTE 25,016111,GAZZANIGA,BG,FONDAZIONE,PRIVATO,SI,9.83640555,45.79748042,"(45.79748042, 9.83640555)",5,5,1,605
321,000673,R.S.A. ALFREDO PODESTÀ,VIA STRADA CERCA,015024,BINASCO,20082,MI,120,120,0,120,SEGESTA GESTIONI SRL,04140620966,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.10717031,45.33708924,"(45.33708924, 9.10717031)",4,4,8,36
328,002212,PENSIONATO DON ORIONE,VIA CANONICO PERDUCA  3,018057,CORVINO SAN QUIRICO,27050,PV,54,54,0,54,PROVINCIA RELIGIOSA SAN MARZIANO DON ORIONE,02541960155,VIALE C. DA FORLÌ 19,015146,MILANO,MI,ENTE ECCLESIASTICO,PRIVATO,NO,9.15550501,45.02610465,"(45.02610465, 9.15550501)",7,7,6,1169
