Ticket number,Issue Date 1,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4274022874,2016-01-21,1237,MM69,,CA,201609,,FORD,PA,GY,700 MASSELIN AV,00107,51,88.13B+,METER EXP.,63,6454875.1,1845256.2
4274137840,2016-01-21,1740,GA30A,,CA,201604,,VOLV,PA,BK,3101 GLENDALE BL,00600,56,88.13B+,METER EXP.,63,6482049,1864751.6
4274176804,2016-01-21,1238,V27610,,CA,201606,,MERZ,PA,WT,1608 PACIFIC AVE S,00131,51,88.13B+,METER EXP.,63,6418525.8,1818220.6
4274500392,2016-01-21,1034,,,CA,201701,,HOND,PA,WT,1820 KELTON AVE,00153,51,80.69BS,NO PARK/STREET CLEAN,73,,
4274500543,2016-01-21,1331,PW450,,CA,201604,,MERZ,PA,SL,2301 COTNER AV,00153,51,88.13B+,METER EXP.,63,6428945.7,1836442.5
4274551864,2016-01-21,1040,,,CA,201702,,HOND,PA,SL,610 W ALPINE ST,00676,56,80.56E4+,RED ZONE,93,,
4275028715,2016-01-21,1654,,,CA,201510,,DODG,PA,GY,6201 LELAND WAY,00487,54,5204A-,DISPLAY OF TABS,25,6463662.2,1857866
4275028730,2016-01-21,1706,,,CA,201701,,CHRY,PA,WT,4860 SUNSET BLVD,00487,54,80.70,NO STOPPING/ANTI-GRI,163,6472280.5,1858229
4275098564,2016-01-21,1005,,,CA,201609,,HOND,PA,BK,3700 7TH ST W,00454,54,80.69BS,NO PARK/STREET CLEAN,73,6468807,1844245
4275229055,2016-01-21,1220,,,CA,201701,,INFI,PA,BL,4525 17TH ST W,00174,51,80.69BS,NO PARK/STREET CLEAN,73,6459762.1,1838408.7
4275600490,2016-01-21,1215,,,MT,,,DODG,PA,RD,2975 FRANCIS AVE W,00462,54,80.69BS,NO PARK/STREET CLEAN,73,6473524.1,1843180.7
4275609424,2016-01-21,1044,,,CA,201506,,TOYT,PA,WT,6217 MANCHESTER AVE,00133,51,5204A-,DISPLAY OF TABS,25,6442204.5,1807986.2
4275681852,2016-01-21,846,,,CA,1,,KIA,PA,WT,21108 PARTHENIA STREET,00337,53,80.69BS,NO PARK/STREET CLEAN,73,6382396.9,1905956.6
4275739020,2016-01-21,821,,,CA,201605,,TOYT,VN,BL,1850 ARAPAHOE ST,539AH,55,80.69BS,NO PARK/STREET CLEAN,73,6475258.1,1837394.4
1106566893,2016-01-04,800,,,AZ,201601,,GMC,TR,WH,HOOPER S/O 46TH ST,24MQ3,1,8069AA,NO STOP/STAND AM,93,,
4273174721,2016-01-22,1401,,1140,CA,201604,,MITS,PA,BL,1300N LIBERTY DR,00642,56,80.69C,PARKED OVER TIME LIM,58,,
4274279586,2016-01-22,1116,,,CA,,,TOYT,PA,WT,1048 KINGSLEY DR N,00400,54,80.69BS,NO PARK/STREET CLEAN,73,6469846.3,1855180
4274346926,2016-01-21,905,,,KS,201610,,HOND,PA,BL,5800 EA WAY,00167,51,80.69BS,NO PARK/STREET CLEAN,73,,
4274827690,2016-01-22,1318,VL1,,CA,,,LEXS,PA,WT,1301 ELECTRIC AVE,00131,51,88.63B+,OFF STR/OVERTIME/MTR,58,6419829,1819688.5
4274865140,2016-01-22,1145,,,CA,201508,,BMW,PA,SL,7400 MELROSE AV,00492,54,5200,DISPLAY OF PLATES,25,6455352.1,1852986.4
4275476505,2016-01-22,1027,,,CA,201509,,BMW,PA,SL,1463 RIDGE WAY,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6484323.9,1848879
4275903030,2016-01-22,945,23,,CA,201608,,TOYT,PA,SL,15056 HARTLAND STREET,00361,53,80.58L,PREFERENTIAL PARKING,68,6422215.9,1893768.2
4275209853,2016-01-24,1159,,,CA,201610,,FORD,PU,WT,1725 6TH ST W,00600,56,80.69B,NO PARKING,73,6479832.9,1843399
4275250604,2016-01-23,1631,,,CA,201607,,TOYT,PA,RD,4101 VAN NOORD AVE,00309,53,80.69B,NO PARKING,73,6435982.5,1875553.1
1112505645,2016-01-08,150,,,CA,201608,,TOYO,PA,BL,C/QUAY,2A27,3,000,8709b,,,
4274388462,2016-01-25,816,,,CA,201609,,TOYT,PA,SL,908 RIDGEWOOD PL N,00443,54,80.69BS,NO PARK/STREET CLEAN,73,6466415.4,1854290
4274854555,2016-01-25,1623,,,CA,,,HOND,PA,BK,1916 WESTWOOD BOULEVARD,00184,51,80.69AP+,NO STOP/STANDING,93,6429824,1840111.6
4275223341,2016-01-25,1225,,,CA,201608,,TOYT,PA,GN,1148 SPAULDING AVE,00175,51,80.69BS,NO PARK/STREET CLEAN,73,,
4275334206,2016-01-25,900,,,CA,2,,FRHT,CM,WT,654 HOPE ST S,00659,56,80.56E4+,RED ZONE,93,6483737.5,1840114.1
4275374935,2016-01-25,1619,HO6607,,TX,201607,,DODG,PA,BK,6419 HOLLYWOOD BLVD,00486,54,88.13B+,METER EXP.,63,,
4275392881,2016-01-25,2238,,,CA,201605,,TOYT,PA,BL,820 SPRING ST S,00600,56,80.56E1,WHITE ZONE,58,6484744.1,1838051.3
4275462903,2016-01-25,2326,37,,CA,201609,,BMW,PA,SL,1666 NORTH SYCAMORE AVENUE,00402,54,80.58L,PREFERENTIAL PARKING,68,6457731.2,1859366.8
4275544545,2016-01-25,1141,,,CA,201408,,FORD,PU,WT,5659 ALDAMA STREET,645B,56,5204A-,DISPLAY OF TABS,25,6502507.9,1864318.8
4275910041,2016-01-25,1206,,,CA,201609,,DODG,PA,SL,2000 MIRAMAR ST,00642,56,80.69BS,NO PARK/STREET CLEAN,73,6479741.4,1845556.2
1113855282,2016-01-20,845,,,CA,201701,,LEXU,PA,GO,3709 WATSEKA AVE,00141,51,8069BS,NO PARK/STREET CLEAN,73,6440928.4,1832254.4
4273654033,2016-01-26,1008,,,CA,201509,,VOLK,PA,WT,10027 SILVERTON AVE,00329,53,80.73.2,EXCEED 72HRS-ST,68,6475659.4,1913755.1
4273874006,2016-01-26,758,,,CA,201507,,FORD,PA,BK,912 HAWAIIAN AVENUE,57V,57,5204A-,DISPLAY OF TABS,25,,
4274540211,2016-01-26,1117,,,CA,201610,,RROV,PA,BK,6279 VAN NOORD AVENUE,360R1,53,22502A,18 IN. CURB/2 WAY,63,,
4275007870,2016-01-26,1946,GA161,,CA,201605,,TOYT,PA,BL,3361 GLENDALE BL,00600,56,88.13B+,METER EXP.,63,6483141.3,1865971.3
4275041702,2016-01-26,1218,SO792,,CA,201603,,CHEV,PA,WT,4201 STERN AV,00367,53,88.13B+,METER EXP.,63,6430050.3,1876258.6
4275227250,2016-01-26,1113,,,CA,201608,,HOND,PA,WT,315 WEST 62ND STREET,00548,55,80.69BS,NO PARK/STREET CLEAN,73,,
4275407032,2016-01-26,1128,,,CA,201510,,TOYT,PA,MR,2607 RIVERSIDE TER,00445,54,5204A-,DISPLAY OF TABS,25,,
4275480893,2016-01-26,957,,,CA,201603,,OTHR,TK,WT,911 12TH ST E,00686,56,80.49+,18 IN/CURB/COMM VEH,63,6485983.2,1834136.2
4275540581,2016-01-26,1036,,,FL,201604,,TOYT,PA,RD,620 GENESEE AVE N,00472,54,80.69BS,NO PARK/STREET CLEAN,73,6453142.8,1852488.5
4275632771,2016-01-26,949,,,CA,201611,,CHEV,PA,MR,1419 38TH ST W,00531,55,80.61,STANDNG IN ALLEY,68,,
4275700063,2016-01-26,931,,,CA,201511,,VOLV,PA,BK,4301 MELROSE AVE,00483,54,5204A-,DISPLAY OF TABS,25,6472654,1852932
4275784413,2016-01-26,854,,,CA,6,,CHRY,PA,BG,6802 VALJEAN AVE,369B,53,80.56E4+,RED ZONE,93,6414751.1,1893315.2
4275934375,2016-01-26,1632,ED607,,CA,201605,,MERZ,PA,BK,1140 CROCKER ST S,00681,56,88.03A,OUTSIDE LINES/METER,58,6485444.5,1834543.5
4274081781,2016-01-27,1600,,1345,CA,201611,,BMW,PA,BK,1601 SELBY AVE,00119,51,80.69C,PARKED OVER TIME LIM,58,6429242.7,1842529.6
4274763076,2016-01-27,1935,CC547,,CA,201602,,VOLK,PA,GY,301 HILL ST S,00600,56,88.13B+,METER EXP.,63,6487612.4,1843031.5
4274909181,2016-01-27,1026,,,CA,201610,,DODG,PA,BL,725 MARIPOSA AVE S,465R1,54,80.69BS,NO PARK/STREET CLEAN,73,,
4275063380,2016-01-27,857,,,CA,1,,TOYT,PA,BL,19509 VICTORY BLVD,00373,53,80.69BS,NO PARK/STREET CLEAN,73,,
4275210903,2016-01-27,1306,,,CA,201508,,LEXS,PA,BL,2504 EASTLAKE AVE,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6498730.6,1850089.9
4275373826,2016-01-27,1209,23,,CA,201603,,FORD,PA,WT,15241 BASSETT STREET,00362,53,80.58L,PREFERENTIAL PARKING,68,,
4275477194,2016-01-27,1042,WU975,,CA,201606,,BUIC,PA,GO,616 S SAINT PAUL AV,645A,56,88.13B+,METER EXP.,63,6482592.3,1841858.4
4275642556,2016-01-27,1313,,,CA,201512,,TOYT,PU,WT,1080 DOREEN PLACE,00132,51,80.69BS,NO PARK/STREET CLEAN,73,,
4275704090,2016-01-27,1445,,,CA,201609,,FORD,PA,BK,445 BREED ST N,00671,56,80.56E1,WHITE ZONE,58,6496996.6,1837180.7
4275954023,2016-01-27,2117,,,CA,201603,,MAZD,PA,GY,1620 NORTH CAHUENGA BOULEVARD,00402,54,80.69B,NO PARKING,73,6461907.3,1858991.3
4276030684,2016-01-27,1520,,1333,CA,201612,,TOYT,PA,WT,4770 WEST ADAMS BOULEVARD,00103,51,80.69C,PARKED OVER TIME LIM,58,,
4276123423,2016-01-24,1904,,,CA,12,,TOYT,PA,SL,14028 VENTURA BLVD,00310,53,80.56E1,WHITE ZONE,58,6429141.8,1876947.9
1110421815,2016-01-18,1602,,,CA,201512,,BMW,PA,BK,5059 HESPERIA,10SL2,1,4000A1,NO EVIDENCE OF REG,50,,
1110459383,2016-01-21,835,,,CA,201511,,HOND,PA,SI,1437 INDIANA AV,4H22,1,225078B,HANDICPD/BLOCKING,363,,
4273953880,2016-01-28,1502,LT25,,CA,201612,,TOYT,PA,BK,300 3RD ST E,00662,56,88.13B+,METER EXP.,63,6486538.2,1841021.3
4275147494,2016-01-28,1017,,,CA,201612,,MAZD,PA,BK,1044 S MENLO AVE,539BH,55,80.69BS,NO PARK/STREET CLEAN,73,6473608.3,1841307.3
4275665096,2016-01-28,1319,,,CA,,,VOLK,PA,BK,619 SOUTH SWEETZER AVENUE,00471,54,5200,DISPLAY OF PLATES,25,6449260.8,1846485.8
4275670862,2016-01-28,1449,,,CA,201604,,CHRY,PA,GY,1435 27TH ST W,538C,55,80.56E1,WHITE ZONE,58,6472908.1,1833606.1
4275930035,2016-01-28,1934,SS436,,CA,,,VOLK,PA,BK,1801 SAWTELLE BL,00111,51,88.13B+,METER EXP.,63,6426495.1,1838663
4275930105,2016-01-28,1954,OS305,,CA,201609,,AUDI,PA,BK,2100 CORINTH AV,00111,51,88.13B+,METER EXP.,63,6427335.8,1836868.4
4275936840,2016-01-28,1051,CB7718,,CA,201609,,HOND,PA,GY,860 LOS ANGELES ST S,00664,56,88.13B+,METER EXP.,63,6484898.2,1837470.5
4275946581,2016-01-28,1913,51,,CA,201601,,FORD,PA,BK,4337 MAMMOTH AVENUE,00309,53,80.58L,PREFERENTIAL PARKING,68,6430789.5,1876938.3
4276306252,2016-01-28,1127,VN995,,CA,201606,,VOLV,PA,RD,14407 GILMORE ST,00368,53,88.13B+,METER EXP.,63,6426585.6,1890972
4276800286,2016-01-28,1651,,,CA,201511,,CADI,PA,WT,1331 MANCHESTER AVE,00500,55,5204A-,DISPLAY OF TABS,25,,
4273981622,2016-01-29,1637,VW604,,CA,201606,,HOND,PA,WT,621 WESTMORELAND AV S,00403,54,88.03A,OUTSIDE LINES/METER,58,6474107.4,1844840.4
4274559940,2016-01-29,1228,,1107,CA,201608,,MERZ,PA,GY,9310 ZELZAH AVE,00383,53,80.69C,PARKED OVER TIME LIM,58,6403533.3,1909826.8
4274672566,2016-01-29,1540,,,CA,201610,,LEXS,PA,BK,11479 CALIFA ST,00395,53,80.69B,NO PARKING,73,6446238.7,1887231.6
4274918885,2016-01-29,728,,,CA,201607,,CHEV,PA,BL,8609 DE SOTO AVE,00319,53,80.70,NO STOPPING/ANTI-GRI,163,6383770.3,1905544.5
4275451902,2016-01-29,1517,,,CA,201602,,FORD,PA,GY,1003 ABBOT KINNEY BLVD,908R,51,80.56E1,WHITE ZONE,58,6418200.2,1819936.6
4275523615,2016-01-29,315,,,CA,201701,,TOYT,PA,BL,3953 DON TOMASO DR,00500,55,22500F,PARKED ON SIDEWALK,68,,
4275542283,2016-01-29,1226,,1005,CA,201608,,GMC,PU,BK,2663 LACY ST,00632,56,80.69C,PARKED OVER TIME LIM,58,6495012.6,1852325.1
4275593033,2016-01-29,1122,,,CA,201603,,HOND,PA,BL,653 WESTMORELAND AVE N,457R2,54,80.69BS,NO PARK/STREET CLEAN,73,,
4275703784,2016-01-29,1249,WA1088,,CA,201606,,TOYT,PA,GY,1826 WILSHIRE BL,00641,56,88.13B+,METER EXP.,63,6479043.6,1843076.6
4275733066,2016-01-29,1507,WSV258,,CA,201604,,TOYT,PA,GY,1201 STONER AV,00404,51,88.13B+,METER EXP.,63,6421785.5,1840434
4275792393,2016-01-29,1102,,,CA,201605,,TOYT,PA,GN,10020 ZELZAH AVE,00387,53,80.69BS,NO PARK/STREET CLEAN,73,6403520.1,1914711.4
4275884970,2016-01-29,1356,BF527,,CA,201606,,JEEP,PA,RD,7807 W BEVERLY BL,00471,54,88.13B+,METER EXP.,63,,
4276223523,2016-01-29,1619,UC166,,CA,201607,,VOLK,PA,SL,3500 CAHUENGA BL,00101,53,88.13B+,METER EXP.,63,6453969.5,1870927.5
4269473876,2016-01-31,707,,,CA,201603,,MERC,PA,TN,3800 STEVELY AVENUE,00500,55,80.56E4+,RED ZONE,93,,
4275662075,2016-01-31,2136,,,AB,10,,CHRY,PA,GN,1315 CURSON AVE,00401,54,80.56E4+,RED ZONE,93,,
4275870631,2016-01-31,1143,HO516,,CA,5,,HOND,PA,BL,6318 YUCCA ST,00447,54,88.13B+,METER EXP.,63,6462554.9,1860325.3
4276031631,2016-01-31,1205,D26,,CA,201607,,JEEP,PA,WT,2535 VETERAN AVENUE,00208,51,80.58L,PREFERENTIAL PARKING,68,,
4276418576,2016-01-31,1705,V210,,CA,201612,,VOLK,PA,BN,1500 PARK ROW,204B,51,88.13B+,METER EXP.,63,6418469.1,1818535.4
4274023972,2016-02-01,1148,PR16423,,CA,201511,,TOYT,PA,BK,1421 WOOSTER ST S,00104,51,88.13B+,METER EXP.,63,6445707.6,1841892.8
4274651710,2016-02-01,1825,46,,AZ,201606,,FORD,PA,GO,206 EDGEMONT ST N,00403,54,80.58L,PREFERENTIAL PARKING,68,6471573.7,1849932.4
4275067635,2016-02-01,1805,,,CA,201512,,TOYT,PA,BK,1641 N IVAR AVE,00402,54,80.69B,NO PARKING,73,6462322.4,1859127.2
4275233373,2016-02-01,1011,,,CA,201505,,TOYT,PA,BK,3323 BERKELEY AVE,00447,54,5204A-,DISPLAY OF TABS,25,,
4275385951,2016-02-01,933,CC1233,,CA,201602,,DODG,PA,GY,236 LOS ANGELES ST S,00664,56,88.13B+,METER EXP.,63,6487743.4,1840434.4
4275582371,2016-02-01,831,,,CA,201611,,FORD,PU,WT,651 15TH ST W,00567,55,80.69BS,NO PARK/STREET CLEAN,73,6472982.3,1724473.3
4275633810,2016-02-01,1420,,,CA,201612,,PONT,PA,GY,927 80TH ST W,00543,55,22500E,BLOCKING DRIVEWAY,68,6473747.4,1810390.3
4276118733,2016-02-01,1652,,,CA,201612,,JAGU,PA,SL,1101 CLARK DR S,00109,51,5200,DISPLAY OF PLATES,25,6445138.9,1843384.6
4276186246,2016-02-01,1703,,,CA,9,,OTHR,PA,BN,1238 WALL ST,00600,56,80.56E4+,RED ZONE,93,6484207.3,1835074.5
4276205010,2016-02-01,112,CB5723,,OH,201610,,TOYT,PA,BK,801 OLYMPIC BLVD W,00600,56,88.03A,OUTSIDE LINES/METER,58,6481715.3,1838866.4
4276238875,2016-02-01,1901,,,CA,201609,,NISS,PU,SL,4947 ENCINO AVE,00330,53,80.69B,NO PARKING,73,6406120.7,1881171.5
4276258490,2016-02-01,824,,,CA,201511,,HYUN,PA,GY,2320 BENTLEY AVE,00153,51,5204A-,DISPLAY OF TABS,25,6429744.1,1836806.1
4276348053,2016-02-01,1428,,1210,CA,201608,,SUBA,PA,GY,577B NORTH VENICE BLVD,00408,51,80.69C,PARKED OVER TIME LIM,58,,
4276371212,2016-02-01,2212,,,CA,201602,,MNNI,PA,BK,1400 IVAR AVE,00402,54,80.56E1,WHITE ZONE,58,6462120.7,1857542
4276804162,2016-02-01,1607,NH207,,GA,201512,,HOND,PA,WT,11100 WEDDINGTON ST,350A,53,88.13B+,METER EXP.,63,6449000.2,1883363.6
1112954065,2016-01-24,415,,,CA,201604,,TOYO,PA,SI,840 S SPRING,00163,1,8056E4,RED ZONE,93,,
4274874800,2016-02-02,1211,,1104,NE,,,FRHT,CM,GY,1300 BLK OLYMPIC BLVD,00600,56,80.69C,PARKED OVER TIME LIM,58,,
4274985864,2016-02-02,1027,,,CA,201609,,ACUR,PA,WT,216 SOUTH LAKE STREET,00456,54,80.69BS,NO PARK/STREET CLEAN,73,6479185,1846343.6
4275268200,2016-02-02,2026,,,CA,201602,,CHEV,PA,MR,5529 CIMARRON ST S,00500,55,22500E,BLOCKING DRIVEWAY,68,,
4275335584,2016-02-02,1127,CB3556B,,CA,201602,,GMC,PA,BG,601 GRAND AVE S,00659,56,88.13B+,METER EXP.,63,6484339.7,1840218.9
4275709351,2016-02-02,1010,,0830,CA,201604,,NISS,PA,SL,1120 OXFORD AVE N,00441,54,80.69C,PARKED OVER TIME LIM,58,6468546.9,1840804.7
4275731261,2016-02-02,410,545,,CA,7,,GMC,PU,BL,2400 23RD ST W,506A,51,80.58L,PREFERENTIAL PARKING,68,6465382,1835618.7
4275758513,2016-02-02,1008,,,CA,201511,,NISS,PA,TN,356 HAYWORTH AVE N,00471,54,80.69BS,NO PARK/STREET CLEAN,73,6451852.8,1850711.5
4275809064,2016-02-02,1452,LM396,,CA,201611,,KIA,PA,BL,629 LA BREA AV N,00901,40,88.13B+,METER EXP.,63,,
4275814712,2016-02-02,1131,,,CA,,,CHEV,PA,BK,1447 ALTA VISTA AVE N,00487,54,80.69BS,NO PARK/STREET CLEAN,73,,
4275832492,2016-02-02,1155,#7,,CA,201606,,FORD,PU,WT,6303 W WARNER DR,00176,51,80.58L,PREFERENTIAL PARKING,68,,
4275861015,2016-02-02,923,,,CA,201606,,MITS,PA,WT,390 19TH ST,00568,55,80.69BS,NO PARK/STREET CLEAN,73,6474812.2,1723137.3
4275880910,2016-02-02,1413,22,,CA,201602,,MERZ,PA,GY,11200 CASHMERE ST W,00156,51,80.58L,PREFERENTIAL PARKING,68,6422781,1847816.3
4275882730,2016-02-02,935,,,CA,6,,MAZD,PA,GY,6603 6TH ST W,478R2,54,80.69BS,NO PARK/STREET CLEAN,73,,
4275904544,2016-02-02,1130,MD51,,CA,201611,,CHRY,PA,SL,1950 MARENGO ST,00661,56,88.13B+,METER EXP.,63,6498675.9,1843142.3
4275981522,2016-02-02,1437,WS5620,,CA,201603,,HOND,PA,BL,10906 SANTA MONICA BLVD W,181R,51,88.13B+,METER EXP.,63,,
4276047532,2016-02-02,1007,,,CA,10,,FORD,PA,BL,14239 CALVERT STREET,00363,53,80.69BS,NO PARK/STREET CLEAN,73,6427677.9,1888787.8
4276513032,2016-02-02,1724,WA1528,,CA,201608,,LINC,PA,BG,1300 ALBANY ST,00641,56,88.13B+,METER EXP.,63,6478667.2,1838258.5
4276776125,2016-02-02,1405,VN774,,CA,201607,,MERZ,PA,SL,14401 CALVERT ST,00101,53,88.03A,OUTSIDE LINES/METER,58,6426617.6,1888791.3
1112997432,2016-01-25,145,,,CA,201509,,INFI,PA,SI,VERNON/STAUNTON,,1,4000A1,NO EVIDENCE OF REG,50,,
4268548454,2016-02-03,2015,51,,CA,201611,,TOYT,PA,MR,4200 SUNNYSLOPE AVENUE,00309,53,80.58L,PREFERENTIAL PARKING,68,6432465.4,1876270.3
4274363041,2016-02-03,902,,,WA,201609,,NISS,PA,BL,1420 AVENUE 51 N,00676,56,80.69BS,NO PARK/STREET CLEAN,73,,
4274833124,2016-02-03,1042,,,CA,201506,,NISS,PA,SL,18400 INGOMAR ST,00387,53,5204A-,DISPLAY OF TABS,25,6400263.5,1899967.6
4274875102,2016-02-03,1241,,,CA,201611,,MERZ,PA,SL,527 MOLINO ST,6T4,56,80.56E4+,RED ZONE,93,6490778.5,1837813.8
4274991081,2016-02-03,1136,30,,CA,201612,,HOND,PA,GY,757 ALFRED ST N,00476,54,80.58L,PREFERENTIAL PARKING,68,6448036.1,1853378.2
4275799651,2016-02-03,2340,,,CA,201604,,LINC,PA,BL,1127 5TH AVENUE,00505,51,5200,DISPLAY OF PLATES,25,6419325,1820027.4
4275825761,2016-02-03,1632,,,CA,201610,,CHEV,VN,WT,636 SOUTH WESTLAKE AVENUE,00641,56,22500E,BLOCKING DRIVEWAY,68,6478546.8,1843525.7
4276100636,2016-02-03,1537,,,CA,201602,,TOYT,PA,SL,1517 WINONA BLVD,00443,54,22500E,BLOCKING DRIVEWAY,68,6470191.4,1858398.9
4276216711,2016-02-03,1227,,,CA,,,DODG,PA,WT,1611 RODNEY DR,00449,54,80.69BS,NO PARK/STREET CLEAN,73,6473910.9,1858981.7
4276392105,2016-02-03,1247,52,,CA,201701,,TOYT,PA,GY,1161 ORLANDO AVE,00177,51,80.58L,PREFERENTIAL PARKING,68,6448417.2,1842946.9
4276801093,2016-02-03,2142,,,CA,201606,,HOND,PA,SL,13612 SOUTH VERMONT AVENUE,00500,55,22514,FIRE HYDRANT,68,,
4276864266,2016-02-03,951,,,CA,201607,,SUZI,MC,BL,7225 CALVIN AVENUE,00373,53,80.69BS,NO PARK/STREET CLEAN,73,,
1108049445,2016-01-29,2340,,,CA,201602,,KIA,SU,WH,HOLLYWOOD BL/IVAR AV,6FB6,1,014,22500I,293,,
4275806544,2016-02-04,1529,L283,,CA,201606,,HOND,PA,GN,4901 1ST ST W,00447,54,88.13B+,METER EXP.,63,6465631.8,1849111.4
4275854995,2016-02-04,1411,VW603,,CA,201610,,CHEV,PA,GY,601 WESTMORELAND AV S,00471,54,88.13B+,METER EXP.,63,6474107.6,1845000.9
4275908221,2016-02-04,1236,,,CA,11,,ACUR,PA,GN,3311 ANDRITA ST,00676,56,80.69BS,NO PARK/STREET CLEAN,73,6488422.6,1865818.7
4275994262,2016-02-04,1250,,1038,IL,201505,,MERC,PA,BK,4252 MONROE ST W,00441,54,80.69C,PARKED OVER TIME LIM,58,,
4276004051,2016-02-04,1022,,,CA,201510,,TOYT,PA,GY,1607 WILTON PL N,00442,54,5204A-,DISPLAY OF TABS,25,6466720.9,1858970.2
4276080922,2016-02-04,811,,,CA,201511,,BMW,PA,BK,4551 COLDWATER CANYON AVE,00367,53,80.69BS,NO PARK/STREET CLEAN,73,6436481.3,1878467
4276130143,2016-02-04,1118,,,CA,201507,,VOLK,PA,SL,1600 PONTIUS AV,00403,51,5204A-,DISPLAY OF TABS,25,6426527.6,1840445.7
4276425436,2016-02-04,1212,,,CA,201510,,CHEV,PA,BL,4620 COLISEUM ST,00531,54,80.69BS,NO PARK/STREET CLEAN,73,,
4276748136,2016-02-04,1522,,,NJ,,,VOLK,PA,SL,100 5TH ST W,00641,56,80.69AP+,NO STOP/STANDING,93,6486378.1,1839467
4276801270,2016-02-04,1742,,,CA,201610,,HOND,PA,BK,715 CENTURY BLVD,00500,55,22500F,PARKED ON SIDEWALK,68,,
4276994584,2016-02-04,1916,SC148,,CA,201611,,INFI,PA,BK,12444 VENTURA BL,00315,53,88.13B+,METER EXP.,63,6439426.1,1874748.1
4275446674,2016-02-05,1843,CB3671B,,CA,,,JAGU,PA,BK,801 MAIN ST S,00600,56,88.13B+,METER EXP.,63,6484965.5,1838030.5
4275545912,2016-02-05,839,,,CA,201610,,TOYT,PA,RD,1721 TOBERMAN STREET,00641,56,80.69BS,NO PARK/STREET CLEAN,73,,
4275722485,2016-02-05,1211,,,CA,201604,,HOND,PA,SL,739 ORME AVE,00636,56,80.69BS,NO PARK/STREET CLEAN,73,6497737.7,1834590.4
4275783960,2016-02-05,1153,,,CA,201610,,TOYT,PA,SL,8624 PICO BL W,00305,51,80.56E2,YELLOW ZONE,58,6446747.6,1842229.9
4275976471,2016-02-05,1031,VH218,,CA,201603,,VOLK,PA,SL,2109 HILLHURST AV,00445,54,88.13B+,METER EXP.,63,6474661.5,1862603.2
4276105422,2016-02-05,1248,CC292,,CA,201610,,LEXS,PA,GY,201 HOPE ST N,00631,56,88.13B+,METER EXP.,63,6485357.8,1842502.1
4276211074,2016-02-05,213,,,CA,201605,,TOYT,VN,SL,622 ST VINCENT CT,00600,56,80.69B,NO PARKING,73,6485001.6,1839388
4276345113,2016-02-05,1230,C965,,CA,201602,,NISS,PA,BL,3650 VERMONT AV S,00558,55,88.13B+,METER EXP.,63,6473324.7,1830458.6
4276369042,2016-02-04,1838,,,CA,201603,,KIA,PA,BK,17000 KINGSBURY ST,00317,53,80.61,STANDNG IN ALLEY,68,6409905.5,1918677.6
4276371993,2016-02-05,829,,,CA,,,MERZ,PA,GY,715 HOBART BLVD N,00441,54,80.69BS,NO PARK/STREET CLEAN,73,6469184.4,1844141.8
4276409874,2016-02-05,1049,,,CA,201605,,DODG,PA,GY,1015 BURLINGTON AVE S,00681,56,80.69BS,NO PARK/STREET CLEAN,73,6477859,1840702.9
4276864911,2016-02-05,914,,,CA,201603,,HOND,PA,SL,18464 ERWIN STREET,00372,53,80.69BS,NO PARK/STREET CLEAN,73,6399767.2,1889729.1
4277126184,2016-02-05,812,,,CA,201612,,TOYT,PA,RD,7300 WOODMAN AVENUE,00361,53,80.69BS,NO PARK/STREET CLEAN,73,6431268.9,1896560
4276600160,2016-02-07,849,72,,CA,,,TOYT,PA,SL,1752  VISTA,00456,54,80.58L,PREFERENTIAL PARKING,68,,
4276632286,2016-02-07,1931,,,CA,201611,,LEXS,PA,WT,6541 HOLLYWOOD BLVD,00403,54,80.69B,NO PARKING,73,6460990.2,1859517.2
4272426723,2016-02-08,1923,,,CA,201611,,SUZI,PA,GY,A/F 5013 HOOVER ST S,00500,55,80.56E4+,RED ZONE,93,,
4275697941,2016-02-08,652,,,CA,201512,,FORD,PA,WT,745 SAN JULIAN ST S,00685,56,22514,FIRE HYDRANT,68,6486399.6,1837177.7
4275871320,2016-02-08,1824,15,,CA,201612,,GMC,PA,BK,141 SOUTH CLARK DRIVE,00401,54,80.58L,PREFERENTIAL PARKING,68,6445126.2,1849877.5
4276165795,2016-02-08,1051,,,CA,201502,,TOYT,PA,WT,8458 HALLDALE AVE,00551,55,80.69BS,NO PARK/STREET CLEAN,73,6469946.7,1808464.8
4276226463,2016-02-08,1353,GA24,,CA,201601,,VOLK,PA,BK,3185 GLENDALE BL N,00675,56,88.13B+,METER EXP.,63,6482556.2,1865317.9
4276271355,2016-02-08,801,CB3704,,CA,6,,GMC,TK,GN,600 MAIN ST S,00656,56,88.13B+,METER EXP.,63,6485955.1,1838952.7
4276560223,2016-02-08,1121,,,CO,201606,,BMW,PA,BK,7200 FRANKLIN AVE,00483,54,80.69BS,NO PARK/STREET CLEAN,73,6456962.2,1860297.1
4276666715,2016-02-08,1645,BR95,,CA,201702,,NISS,PA,RD,11900 SAN VICENTE BL,112R,51,88.13B+,METER EXP.,63,6418423.9,1841658.9
